FIPS_Code,Prescription_Rate_2014
02013,–
02016,–
02020,68.0
02050,–
02060,–
02068,–
02070,–
02090,54.3
02100,–
02105,–
02110,87.6
02122,100.0
02130,100.6
02150,38.6
02164,–
02170,86.2
02180,–
02185,–
02188,–
02195,92.2
02198,59.0
02220,14.1
02230,–
02240,–
02261,56.7
02270,–
02275,0.4
02282,–
02290,–
01001,145.3
01003,143.5
01005,102.0
01007,75.8
01009,63.2
01011,34.3
01013,145.0
01015,180.0
01017,163.1
01019,175.1
01021,132.1
01023,141.2
01025,184.3
01027,150.6
01029,48.2
01031,143.2
01033,234.3
01035,154.4
01037,35.7
01039,216.2
01041,101.5
01043,182.6
01045,71.5
01047,123.3
01049,122.7
01051,122.7
01053,166.8
01055,191.4
01057,162.5
01059,225.5
01061,50.4
01063,98.6
01065,100.2
01067,37.3
01069,161.1
01071,135.6
01073,130.2
01075,105.8
01077,151.0
01079,140.5
01081,70.0
01083,79.1
01085,1.9
01087,67.2
01089,122.0
01091,140.9
01093,207.3
01095,221.2
01097,158.5
01099,143.8
01101,101.7
01103,142.7
01105,5.2
01107,124.7
01109,112.7
01111,126.3
01113,128.9
01115,112.9
01117,110.5
01119,45.7
01121,154.4
01123,109.8
01125,116.7
01127,291.1
01129,36.8
01131,62.1
01133,179.6
05001,92.8
05003,126.5
05005,148.0
05007,95.1
05009,168.8
05011,149.6
05013,84.4
05015,78.2
05017,88.9
05019,116.9
05021,140.3
05023,118.7
05025,0.4
05027,133.0
05029,130.5
05031,166.0
05033,169.4
05035,107.0
05037,138.5
05039,112.6
05041,166.6
05043,117.8
05045,100.7
05047,28.0
05049,104.2
05051,194.9
05053,88.4
05055,185.6
05057,131.5
05059,114.1
05061,180.7
05063,178.7
05065,93.9
05067,160.1
05069,114.9
05071,147.7
05073,4.2
05075,48.2
05077,55.3
05079,81.1
05081,164.3
05083,40.6
05085,111.4
05087,83.5
05089,95.6
05091,138.1
05093,144.8
05095,109.2
05097,108.1
05099,–
05101,2.8
05103,139.8
05105,94.9
05107,173.6
05109,10.6
05111,105.5
05113,133.2
05115,138.2
05117,91.3
05119,117.5
05121,116.2
05123,96.4
05125,106.9
05127,154.2
05129,99.7
05131,186.1
05133,82.9
05135,136.4
05137,169.7
05139,141.9
05141,114.4
05143,104.4
05145,138.1
05147,32.0
05149,72.3
04001,21.5
04003,82.7
04005,60.4
04007,124.3
04009,106.0
04011,1.3
04012,89.7
04013,77.9
04015,142.2
04017,74.7
04019,84.2
04021,65.6
04023,27.4
04025,110.6
04027,57.6
06001,38.0
06003,–
06005,136.6
06007,143.9
06009,98.6
06011,44.9
06013,51.8
06015,168.6
06017,75.6
06019,66.1
06021,68.9
06023,113.6
06025,59.5
06027,63.6
06029,64.4
06031,78.5
06033,167.6
06035,104.2
06037,39.8
06039,58.4
06041,44.1
06043,67.8
06045,127.2
06047,74.0
06049,111.5
06051,53.0
06053,60.3
06055,50.9
06057,97.4
06059,47.6
06061,72.9
06063,109.7
06065,56.9
06067,60.1
06069,54.0
06071,58.7
06073,46.7
06075,38.6
06077,69.4
06079,86.0
06081,36.1
06083,62.4
06085,28.9
06087,70.3
06089,151.7
06091,35.1
06093,114.7
06095,52.9
06097,65.5
06099,103.9
06101,111.5
06103,119.4
06105,119.6
06107,78.8
06109,142.8
06111,60.2
06113,51.8
06115,96.2
08001,60.6
08003,175.8
08005,66.7
08007,75.6
08009,95.0
08011,59.1
08013,53.6
08014,61.5
08015,102.2
08017,74.0
08019,38.1
08021,2.2
08023,–
08025,32.4
08027,–
08029,96.5
08031,48.2
08033,–
08035,55.9
08037,53.0
08039,36.6
08041,75.1
08043,80.0
08045,92.9
08047,–
08049,50.3
08051,59.4
08053,–
08055,87.8
08057,–
08059,81.4
08061,148.3
08063,26.7
08065,68.6
08067,69.0
08069,78.5
08071,150.0
08073,1.3
08075,102.6
08077,87.9
08079,–
08081,129.5
08083,105.2
08085,93.8
08087,97.1
08089,117.6
08091,45.4
08093,5.3
08095,43.6
08097,34.6
08099,94.5
08101,125.0
08103,30.2
08105,93.3
08107,76.9
08109,–
08111,–
08113,39.3
08115,3.5
08117,73.1
08119,121.5
08121,–
08123,69.8
08125,80.6
09001,50.7
09003,66.5
09005,71.1
09007,73.5
09009,75.4
09011,79.6
09013,54.5
09015,82.4
11001,40.1
10001,94.4
10003,81.2
10005,113.8
12001,71.6
12003,142.0
12005,128.4
12007,100.8
12009,97.0
12011,54.7
12013,79.7
12015,82.0
12017,107.2
12019,94.0
12021,62.0
12023,125.4
12027,58.0
12029,41.3
12031,95.1
12033,126.2
12035,80.9
12037,109.5
12039,63.0
12041,45.5
12043,7.6
12045,128.0
12047,44.2
12049,45.9
12051,75.1
12053,106.3
12055,79.6
12057,72.9
12059,108.8
12061,100.0
12063,121.0
12065,57.1
12067,65.0
12069,87.1
12071,68.8
12073,71.9
